Station ID,AQI,CO,Dew,Humidity,NO2,Pressure,PM10,PM2.5,Temperature,Wind,Data Time
13026,80.0,5.0,22.248210340256296,60.0,12.0,973.9535637149028,53.0,80.0,23.0,3.0,1/27/2021 14:00
1584,66.85816618911174,9.0,22.248210340256296,73.0,1.0,973.9535637149028,45.40338983050848,63.240613553113555,24.0,1.5,1/27/2021 15:00
1585,66.85816618911174,2.0,22.248210340256296,78.0,4.0,973.9535637149028,45.40338983050848,63.240613553113555,24.0,5.6,1/27/2021 15:00
13017,84.0,5.0,22.248210340256296,60.0,8.0,973.9535637149028,64.0,84.0,23.0,3.0,1/27/2021 14:00
13020,72.0,5.0,22.248210340256296,60.0,8.0,973.9535637149028,47.0,72.0,23.0,3.0,1/27/2021 14:00
13013,82.0,9.0,22.248210340256296,60.0,19.0,973.9535637149028,56.0,82.0,23.0,3.0,1/27/2021 14:00
13014,65.0,4.0,22.248210340256296,60.0,13.50085341365462,973.9535637149028,46.0,65.0,23.0,3.0,1/27/2021 14:00
13252,199.0,9.613503480278423,22.248210340256296,67.7,13.50085341365462,986.8,199.0,191.0,20.8,2.0,1/27/2021 15:00
8767,91.0,9.613503480278423,22.248210340256296,34.0,13.50085341365462,973.9535637149028,45.40338983050848,91.0,32.5,2.5,1/29/2021 14:00
8688,143.0,9.613503480278423,22.248210340256296,49.0,13.50085341365462,973.9535637149028,45.40338983050848,63.240613553113555,22.0,3.0,1/29/2021 15:00
8641,164.0,0.2,22.248210340256296,49.0,14.2,973.9535637149028,45.40338983050848,164.0,22.0,3.0,1/29/2021 15:00
13012,30.0,2.0,22.248210340256296,54.8,5.0,928.2,22.0,30.0,23.2,5.0,1/29/2021 15:00
12488,35.0,2.0,22.248210340256296,69.0,13.50085341365462,973.9535637149028,20.0,35.0,24.0,7.2,1/29/2021 14:00
13251,141.0,12.0,22.248210340256296,49.0,24.0,973.9535637149028,99.0,141.0,22.0,3.3,1/29/2021 14:00
12976,66.85816618911174,5.0,22.248210340256296,49.0,19.0,973.9535637149028,55.0,75.0,22.0,3.6,1/29/2021 14:00
13250,113.0,30.0,22.248210340256296,70.1,3.0,973.9535637149028,53.0,113.0,17.5,2.0,1/29/2021 15:00
5507,46.0,9.613503480278423,22.248210340256296,71.9,5.0,973.9535637149028,31.0,46.0,19.6,1.0,1/29/2021 14:00
11778,16.0,6.0,22.248210340256296,71.9,22.0,973.9535637149028,12.0,16.0,19.6,1.0,1/29/2021 13:00
12958,118.0,5.0,22.248210340256296,49.0,32.0,973.9535637149028,70.0,118.0,22.0,3.6,1/29/2021 14:00
12957,66.85816618911174,3.0,22.248210340256296,49.0,12.0,973.9535637149028,74.0,119.0,22.0,3.6,1/29/2021 14:00
13015,145.0,38.0,22.248210340256296,49.0,54.0,973.9535637149028,98.0,145.0,22.0,3.3,1/29/2021 14:00
13018,96.0,6.0,22.248210340256296,49.0,22.0,973.9535637149028,60.0,96.0,22.0,3.3,1/29/2021 14:00
13019,106.0,10.0,22.248210340256296,49.0,30.0,973.9535637149028,64.0,106.0,22.0,3.3,1/29/2021 14:00
13026,134.0,6.0,22.248210340256296,49.0,18.0,973.9535637149028,74.0,134.0,22.0,3.3,1/29/2021 14:00
1584,66.85816618911174,6.0,22.248210340256296,63.0,1.0,973.9535637149028,45.40338983050848,63.240613553113555,25.0,5.1,1/29/2021 14:00
1585,66.85816618911174,4.0,22.248210340256296,57.0,5.0,973.9535637149028,45.40338983050848,63.240613553113555,27.0,9.7,1/29/2021 14:00
13017,139.0,10.0,22.248210340256296,49.0,15.0,973.9535637149028,97.0,139.0,22.0,3.3,1/29/2021 14:00
13020,94.0,10.0,22.248210340256296,49.0,16.0,973.9535637149028,61.0,94.0,22.0,3.3,1/29/2021 14:00
13013,138.0,18.0,22.248210340256296,49.0,28.0,973.9535637149028,96.0,138.0,22.0,3.3,1/29/2021 14:00
13014,99.0,10.0,22.248210340256296,49.0,13.50085341365462,973.9535637149028,65.0,99.0,22.0,3.3,1/29/2021 14:00
13252,139.0,9.613503480278423,22.248210340256296,56.9,13.50085341365462,992.6,126.0,139.0,17.0,3.0,1/29/2021 15:00
