,Station ID,AQI,CO,Dew,Humidity,NO2,Pressure,PM10,PM2.5,Temperature,Wind,Month
275,8688,42.0,9.613503480278425,26.0,83.0,13.50085341365462,973.9535637149028,45.40338983050848,42.0,29.0,3.6,8.0
276,13251,68.0,4.0,26.0,94.0,13.50085341365462,973.9535637149028,55.0,68.0,27.0,1.8,8.0
277,13018,65.0,1.0,26.0,83.0,12.0,973.9535637149028,54.0,65.0,29.0,3.6,8.0
278,8767,30.0,9.613503480278425,27.0,76.5,13.50085341365462,973.9535637149028,45.40338983050848,30.0,31.5,3.0,8.0
279,13012,16.0,2.0,23.2,98.2,3.0,921.7,13.0,16.0,23.5,2.0,8.0
280,11778,25.0,1.0,28.5,94.4,12.0,989.9,24.0,25.0,29.5,1.0,8.0
281,13026,117.0,4.0,28.0,86.5,7.0,973.9535637149028,75.0,117.0,30.5,1.8,8.0
282,13252,76.0,9.613503480278425,24.0,94.8,1.0,976.9,76.0,69.0,24.9,3.0,8.0
283,8767,65.0,9.613503480278425,25.5,61.0,13.50085341365462,973.9535637149028,45.40338983050848,65.0,34.0,3.3,8.0
284,13251,30.0,3.0,26.0,85.5,13.50085341365462,973.9535637149028,27.0,30.0,28.5,2.8,8.0
285,8767,53.0,9.613503480278425,26.0,81.0,13.50085341365462,973.9535637149028,45.40338983050848,53.0,29.5,3.3,8.0
286,13251,26.0,4.0,26.0,100.0,13.50085341365462,973.9535637149028,26.0,18.0,26.0,2.3,8.0
287,13020,1.0,3.0,26.0,100.0,5.0,973.9535637149028,1.0,1.0,26.0,2.8,8.0
288,8767,50.0,9.613503480278425,26.0,88.0,13.50085341365462,973.9535637149028,45.40338983050848,50.0,28.0,0.2,8.0
289,8688,58.0,9.613503480278425,26.0,100.0,13.50085341365462,973.9535637149028,45.40338983050848,58.0,26.0,2.0,8.0
290,11778,11.0,1.0,23.9,98.8,10.0,993.5,11.0,10.0,24.1,2.0,8.0
291,8767,34.0,9.613503480278425,26.0,91.0,13.50085341365462,973.9535637149028,45.40338983050848,34.0,27.5,2.3,8.0
292,13251,51.0,5.0,29.0,100.0,13.50085341365462,973.9535637149028,51.0,49.0,29.0,2.0,8.0
293,12957,27.0,6.0,28.0,100.0,6.0,999.0,26.0,27.0,28.0,1.5,8.0
294,13018,16.0,2.0,28.0,84.0,7.0,973.9535637149028,11.0,16.0,31.0,4.1,8.0
295,8767,107.0,9.613503480278425,25.5,81.0,13.50085341365462,973.9535637149028,45.40338983050848,107.0,29.0,1.8,8.0
296,13251,69.0,3.0,28.0,84.0,13.50085341365462,973.9535637149028,1.0,69.0,31.0,3.0,8.0
297,11778,12.0,1.0,26.8,94.3,4.0,992.3,12.0,11.0,27.8,1.0,8.0
298,13018,56.0,2.0,28.0,89.0,9.0,973.9535637149028,51.0,56.0,30.0,3.6,8.0
299,8767,91.0,9.613503480278425,25.0,94.0,13.50085341365462,973.9535637149028,45.40338983050848,91.0,26.0,1.0,8.0
300,13018,16.0,1.0,27.0,84.0,9.0,973.9535637149028,10.0,16.0,30.0,4.3,8.0
301,13026,23.0,2.0,25.5,100.0,6.0,973.9535637149028,19.0,23.0,25.5,0.7,8.0
302,8767,68.0,9.613503480278425,24.0,100.0,13.50085341365462,973.9535637149028,45.40338983050848,68.0,24.0,1.5,8.0
303,8688,52.0,9.613503480278425,28.0,89.0,13.50085341365462,973.9535637149028,45.40338983050848,52.0,30.0,4.1,8.0
304,8641,80.0,0.1,25.0,94.0,7.8,973.9535637149028,45.40338983050848,80.0,26.0,3.0,8.0
305,13018,11.0,3.0,27.0,79.0,10.0,973.9535637149028,8.0,11.0,31.0,4.1,8.0
306,8767,76.0,9.613503480278425,24.0,83.0,13.50085341365462,973.9535637149028,45.40338983050848,76.0,27.0,0.5,8.0
307,11778,13.0,1.0,24.9,87.8,4.0,994.2,13.0,12.0,27.1,1.0,8.0
308,13018,19.0,2.0,25.0,83.0,6.0,973.9535637149028,13.0,19.0,28.0,2.5,8.0
309,8767,78.0,9.613503480278425,26.0,97.0,13.50085341365462,973.9535637149028,45.40338983050848,78.0,26.5,0.7,8.0
310,8641,72.0,0.1,28.0,89.0,5.5,973.9535637149028,45.40338983050848,72.0,30.0,3.0,8.0
311,11778,15.0,1.0,27.2,94.9,4.0,995.6,15.0,13.0,28.1,2.0,8.0
312,12957,66.85816618911174,7.0,28.0,94.0,5.0,973.9535637149028,4.0,29.0,33.5,2.0,8.0
313,13019,26.0,4.0,28.0,94.0,19.0,973.9535637149028,20.0,26.0,29.0,3.6,8.0
314,1585,66.85816618911174,1.0,21.5,65.0,1.0,973.9535637149028,45.40338983050848,63.24061355311356,28.5,6.1,8.0
315,13252,103.0,9.613503480278425,25.6,63.1,1.0,977.1,103.0,64.0,33.6,3.0,8.0
316,8767,70.0,9.613503480278425,26.0,85.5,13.50085341365462,973.9535637149028,45.40338983050848,70.0,28.5,1.0,8.0
317,11778,15.0,1.0,27.6,91.1,4.0,991.2,14.0,15.0,29.2,2.0,8.0
318,8767,65.0,9.613503480278425,25.5,85.5,13.50085341365462,973.9535637149028,45.40338983050848,65.0,28.0,2.0,8.0
319,13250,1.0,53.0,25.6,98.2,1.0,996.7,1.0,23.0,25.9,1.0,8.0
320,11778,8.0,1.0,24.6,100.0,8.0,995.5,8.0,7.0,24.6,7.0,8.0
321,13018,19.0,2.0,27.0,84.0,14.0,973.9535637149028,14.0,19.0,30.0,3.0,8.0
322,13026,35.0,1.0,27.5,100.0,7.0,973.9535637149028,29.0,35.0,27.5,2.0,8.0
323,8767,50.0,9.613503480278425,26.0,94.0,13.50085341365462,973.9535637149028,45.40338983050848,50.0,27.0,0.5,8.0
324,12488,66.85816618911174,5.0,24.0,83.0,13.50085341365462,973.9535637149028,45.40338983050848,63.24061355311356,27.0,1.0,8.0
325,13250,1.0,43.0,25.5,96.5,1.0,997.6,1.0,23.0,26.1,2.0,8.0
326,11778,16.0,1.0,25.3,95.4,8.0,995.8,16.0,13.0,26.1,1.0,8.0
327,8767,57.0,9.613503480278425,25.0,94.0,13.50085341365462,973.9535637149028,45.40338983050848,57.0,26.0,0.5,8.0
328,8641,46.0,0.1,25.0,88.0,8.3,973.9535637149028,45.40338983050848,46.0,27.0,1.5,8.0
329,8767,68.0,9.613503480278425,25.5,97.0,13.50085341365462,973.9535637149028,45.40338983050848,68.0,26.0,0.7,8.0
330,12488,66.85816618911174,10.0,25.0,94.0,13.50085341365462,973.9535637149028,45.40338983050848,63.24061355311356,26.0,2.0,8.0
331,11778,25.0,2.0,24.9,95.4,11.0,998.1,25.0,21.0,25.7,2.0,8.0
332,13018,30.0,1.0,27.0,94.0,10.0,973.9535637149028,20.0,30.0,28.0,3.0,8.0
333,8767,25.0,9.613503480278425,25.0,83.0,13.50085341365462,973.9535637149028,45.40338983050848,25.0,28.0,0.7,9.0
334,11778,18.0,1.0,24.4,93.1,9.0,996.1,18.0,15.0,25.6,1.0,9.0
335,8767,42.0,9.613503480278425,24.5,68.0,13.50085341365462,973.9535637149028,45.40338983050848,42.0,31.0,5.1,9.0
336,8641,76.0,0.1,23.0,59.0,3.2,973.9535637149028,45.40338983050848,76.0,32.0,4.1,9.0
337,13018,23.0,1.0,23.0,59.0,3.0,973.9535637149028,13.0,23.0,32.0,2.5,9.0
338,8767,34.0,9.613503480278425,25.0,85.5,13.50085341365462,973.9535637149028,45.40338983050848,34.0,27.5,1.5,9.0
339,11778,22.0,2.0,25.5,98.2,12.0,997.9,22.0,17.0,25.8,2.0,9.0
340,13018,40.0,1.0,25.5,91.0,7.0,973.9535637149028,29.0,40.0,27.0,2.0,9.0
341,8767,21.0,9.613503480278425,25.0,83.5,13.50085341365462,973.9535637149028,45.40338983050848,21.0,28.0,4.1,9.0
342,13250,66.85816618911174,47.0,24.5,94.8,1.0,997.6,1.0,2.0,25.4,1.0,9.0
343,11778,12.0,1.0,24.4,96.5,5.0,995.2,12.0,10.0,25.0,1.0,9.0
344,8767,38.0,9.613503480278425,25.0,76.5,13.50085341365462,973.9535637149028,45.40338983050848,38.0,29.5,5.4,9.0
345,13012,6.0,2.0,21.4,87.5,4.0,921.4,6.0,4.0,23.6,4.0,9.0
346,11778,10.0,2.0,26.7,67.3,2.0,995.0,10.0,8.0,33.6,3.0,9.0
347,13020,1.0,13.0,25.5,97.0,10.0,973.9535637149028,1.0,1.0,26.0,2.0,9.0
348,8767,50.0,9.613503480278425,25.5,70.0,13.50085341365462,973.9535637149028,45.40338983050848,50.0,31.5,3.6,9.0
349,8641,55.0,0.1,28.0,89.0,10.1,973.9535637149028,45.40338983050848,55.0,30.0,4.6,9.0
350,11778,17.0,1.0,24.0,86.2,4.0,996.0,17.0,13.0,26.5,2.0,9.0
351,13018,28.0,1.0,27.0,88.0,8.0,973.9535637149028,22.0,28.0,29.0,3.0,9.0
352,8767,25.0,9.613503480278425,23.5,64.0,13.50085341365462,973.9535637149028,45.40338983050848,25.0,31.0,3.6,9.0
353,8641,160.0,0.1,26.0,79.0,8.3,973.9535637149028,45.40338983050848,160.0,30.0,1.5,9.0
354,13018,69.0,1.0,25.0,88.0,8.0,973.9535637149028,51.0,69.0,27.0,1.0,9.0
355,8767,50.0,9.613503480278425,23.5,66.0,13.50085341365462,973.9535637149028,45.40338983050848,50.0,30.5,4.8,9.0
356,13012,7.0,3.0,21.0,97.0,5.0,921.7,6.0,7.0,21.5,2.0,9.0
