,Station ID,AQI index,Location,Station name,Url,Dominent pollutant,CO,Dew,Humidity,NO2,Pressure,PM10,PM2.5,Temperature,Wind,Data Time S,Data Time Tz,Status,Alert level
10,12958.0,251.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,7.0,22.248210340256296,77.0,52.0,973.9535637149028,155.0,251.0,18.0,1.5,2021-01-21 20:00:00,+07:00,#NAME?,#NAME?
11,12957.0,315.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7.0,22.248210340256296,77.0,48.0,973.9535637149028,205.0,315.0,18.0,1.5,2021-01-21 20:00:00,+07:00,#NAME?,#NAME?
12,13015.0,224.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,61.0,22.248210340256296,79.5,80.0,973.9535637149028,185.0,224.0,18.0,1.2,2021-01-21 19:00:00,+07:00,#NAME?,#NAME?
13,13018.0,177.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,20.0,22.248210340256296,79.5,42.0,973.9535637149028,112.0,177.0,18.0,1.2,2021-01-21 19:00:00,+07:00,#NAME?,#NAME?
14,13019.0,179.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,14.0,22.248210340256296,79.5,47.0,973.9535637149028,122.0,179.0,18.0,1.2,2021-01-21 19:00:00,+07:00,#NAME?,#NAME?
15,13026.0,214.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,19.0,22.248210340256296,77.0,36.0,973.9535637149028,149.0,214.0,18.0,1.2,2021-01-21 19:00:00,+07:00,#NAME?,#NAME?
16,1584.0,,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,3.0,22.248210340256296,88.0,1.0,973.9535637149028,45.40338983050848,63.240613553113555,21.0,4.6,2021-01-21 19:00:00,+07:00,#NAME?,#NAME?
17,1585.0,,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,7.0,22.248210340256296,83.0,13.0,973.9535637149028,45.40338983050848,63.240613553113555,23.0,5.1,2021-01-21 20:00:00,+07:00,#NAME?,#NAME?
18,13017.0,213.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,31.0,22.248210340256296,79.5,34.0,973.9535637149028,175.0,213.0,18.0,1.2,2021-01-21 19:00:00,+07:00,#NAME?,#NAME?
19,13020.0,166.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,13.0,22.248210340256296,79.5,33.0,973.9535637149028,105.0,166.0,18.0,1.2,2021-01-21 19:00:00,+07:00,#NAME?,#NAME?
20,13013.0,221.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,38.0,22.248210340256296,79.5,31.0,973.9535637149028,177.0,221.0,18.0,1.2,2021-01-21 19:00:00,+07:00,#NAME?,#NAME?
21,13014.0,191.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,17.0,22.248210340256296,82.0,13.500853413654617,973.9535637149028,130.0,191.0,18.0,1.0,2021-01-21 20:00:00,+07:00,#NAME?,#NAME?
22,13252.0,213.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,9.613503480278421,22.248210340256296,77.8,13.500853413654617,986.3,204.0,213.0,17.2,2.0,2021-01-21 21:00:00,+07:00,#NAME?,#NAME?
23,8767.0,122.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,9.613503480278421,22.248210340256296,56.5,13.500853413654617,973.9535637149028,45.40338983050848,122.0,30.5,2.5,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
24,8688.0,192.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,9.613503480278421,22.248210340256296,53.0,13.500853413654617,973.9535637149028,45.40338983050848,63.240613553113555,22.0,2.0,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
25,8641.0,189.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.1,22.248210340256296,51.0,8.7,973.9535637149028,45.40338983050848,189.0,22.5,2.3,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
26,13012.0,18.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,4.0,22.248210340256296,64.3,13.0,926.2,18.0,17.0,23.0,2.0,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
27,12488.0,,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,2.0,22.248210340256296,93.0,13.500853413654617,973.9535637149028,52.0,68.0,20.0,3.3,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
28,13251.0,189.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.0,22.248210340256296,58.0,42.0,973.9535637149028,156.0,189.0,22.0,2.0,2021-01-22 12:00:00,+07:00,#NAME?,#NAME?
29,12976.0,164.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.0,22.248210340256296,53.0,14.0,973.9535637149028,88.0,164.0,22.0,2.0,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
30,13250.0,131.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,38.0,22.248210340256296,93.2,3.0,973.9535637149028,24.0,131.0,16.7,1.0,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
31,5507.0,49.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,9.613503480278421,22.248210340256296,86.2,14.0,973.9535637149028,26.0,49.0,21.3,1.0,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
32,11778.0,38.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.0,22.248210340256296,86.2,14.0,973.9535637149028,24.0,38.0,21.3,1.0,2021-01-22 12:00:00,+07:00,#NAME?,#NAME?
33,12958.0,235.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5.0,22.248210340256296,53.0,25.0,973.9535637149028,138.0,235.0,22.0,2.0,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
34,12957.0,252.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,2.0,22.248210340256296,53.0,15.0,973.9535637149028,157.0,252.0,22.0,2.0,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
35,13015.0,191.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,48.0,22.248210340256296,58.0,47.0,973.9535637149028,157.0,191.0,22.0,2.0,2021-01-22 12:00:00,+07:00,#NAME?,#NAME?
36,13018.0,161.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,9.0,22.248210340256296,53.0,31.0,973.9535637149028,90.0,161.0,22.0,2.0,2021-01-22 12:00:00,+07:00,#NAME?,#NAME?
37,13019.0,164.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,7.0,22.248210340256296,58.0,30.0,973.9535637149028,114.0,164.0,22.0,2.0,2021-01-22 12:00:00,+07:00,#NAME?,#NAME?
38,13026.0,183.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,9.0,22.248210340256296,58.0,20.0,973.9535637149028,126.0,183.0,22.0,2.0,2021-01-22 12:00:00,+07:00,#NAME?,#NAME?
39,1584.0,,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,2.0,22.248210340256296,78.0,1.0,973.9535637149028,45.40338983050848,63.240613553113555,22.5,7.9,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
40,1585.0,,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,2.0,22.248210340256296,65.0,4.0,973.9535637149028,45.40338983050848,63.240613553113555,27.0,6.6,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
41,13017.0,186.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,14.0,22.248210340256296,58.0,25.0,973.9535637149028,151.0,186.0,22.0,2.0,2021-01-22 12:00:00,+07:00,#NAME?,#NAME?
42,13020.0,158.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,7.0,22.248210340256296,53.0,20.0,973.9535637149028,94.0,158.0,22.0,2.0,2021-01-22 12:00:00,+07:00,#NAME?,#NAME?
43,13013.0,188.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,17.0,22.248210340256296,53.0,37.0,973.9535637149028,152.0,188.0,22.0,2.0,2021-01-22 12:00:00,+07:00,#NAME?,#NAME?
44,13014.0,159.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,9.0,22.248210340256296,58.0,13.500853413654617,973.9535637149028,95.0,159.0,22.0,2.0,2021-01-22 12:00:00,+07:00,#NAME?,#NAME?
45,13252.0,212.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,9.613503480278421,22.248210340256296,83.6,13.500853413654617,989.4,212.0,208.0,17.1,1.0,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
46,8767.0,114.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,9.613503480278421,22.248210340256296,49.0,13.500853413654617,973.9535637149028,45.40338983050848,114.0,32.0,1.5,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
47,8688.0,180.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,9.613503480278421,22.248210340256296,49.0,13.500853413654617,973.9535637149028,45.40338983050848,63.240613553113555,23.0,3.0,2021-01-23 14:00:00,+07:00,#NAME?,#NAME?
48,8641.0,189.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.2,22.248210340256296,49.0,8.7,973.9535637149028,45.40338983050848,189.0,23.0,3.0,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
49,13012.0,26.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4.0,22.248210340256296,62.1,12.0,924.2,25.0,26.0,25.8,2.0,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
50,12488.0,,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,2.0,22.248210340256296,70.5,13.500853413654617,973.9535637149028,52.0,68.0,22.5,4.1,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
51,13251.0,169.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,11.0,22.248210340256296,49.0,28.0,973.9535637149028,123.0,169.0,23.0,3.3,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
52,12976.0,176.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,9.0,22.248210340256296,68.0,16.0,973.9535637149028,102.0,176.0,19.0,0.5,2021-01-23 11:00:00,+07:00,#NAME?,#NAME?
53,13250.0,151.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,40.0,22.248210340256296,73.1,2.0,973.9535637149028,55.0,151.0,20.9,2.0,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
54,5507.0,65.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,9.613503480278421,22.248210340256296,81.3,9.0,973.9535637149028,34.0,65.0,23.7,2.0,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
55,11778.0,51.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,7.0,22.248210340256296,81.3,8.0,973.9535637149028,29.0,51.0,23.7,2.0,2021-01-23 14:00:00,+07:00,#NAME?,#NAME?
56,12958.0,226.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,6.0,22.248210340256296,49.0,20.0,973.9535637149028,136.0,226.0,23.0,3.0,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
57,12957.0,214.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,1.0,22.248210340256296,49.0,13.0,973.9535637149028,128.0,214.0,23.0,3.0,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
58,13015.0,170.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,40.0,22.248210340256296,49.0,37.0,973.9535637149028,130.0,170.0,23.0,3.0,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
59,13018.0,149.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,7.0,22.248210340256296,49.0,33.0,973.9535637149028,81.0,149.0,23.0,3.3,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
60,13019.0,157.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,9.0,22.248210340256296,49.0,35.0,973.9535637149028,92.0,157.0,23.0,3.0,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
61,13026.0,160.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,10.0,22.248210340256296,49.0,23.0,973.9535637149028,106.0,160.0,23.0,3.3,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
62,1584.0,,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,3.0,22.248210340256296,68.5,1.0,973.9535637149028,45.40338983050848,63.240613553113555,23.5,5.4,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
63,1585.0,,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,2.0,22.248210340256296,69.0,2.0,973.9535637149028,45.40338983050848,63.240613553113555,26.0,9.2,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
64,13017.0,167.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,13.0,22.248210340256296,49.0,20.0,973.9535637149028,123.0,167.0,23.0,3.0,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
65,13020.0,151.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,12.0,22.248210340256296,49.0,23.0,973.9535637149028,83.0,151.0,23.0,3.0,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
66,13013.0,168.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,11.0,22.248210340256296,49.0,31.0,973.9535637149028,121.0,168.0,23.0,3.3,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
67,13014.0,155.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,11.0,22.248210340256296,49.0,13.500853413654617,973.9535637149028,89.0,155.0,23.0,3.0,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
68,13252.0,340.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,9.613503480278421,22.248210340256296,68.9,13.500853413654617,985.9,340.0,194.0,18.0,1.0,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
69,8767.0,80.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,9.613503480278421,22.248210340256296,74.0,13.500853413654617,973.9535637149028,45.40338983050848,80.0,27.0,4.1,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
70,8688.0,161.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,9.613503480278421,22.248210340256296,77.0,13.500853413654617,973.9535637149028,45.40338983050848,63.240613553113555,21.0,3.0,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
71,8641.0,139.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.2,22.248210340256296,77.0,12.8,973.9535637149028,45.40338983050848,139.0,21.0,3.0,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
72,13012.0,70.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,6.0,22.248210340256296,43.4,17.0,923.4,53.0,70.0,29.0,2.0,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
73,12488.0,29.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,1.0,22.248210340256296,88.0,13.500853413654617,973.9535637149028,24.0,29.0,22.0,2.8,2021-01-25 15:00:00,+07:00,#NAME?,#NAME?
74,13251.0,147.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,23.0,22.248210340256296,77.0,23.0,973.9535637149028,95.0,147.0,21.0,3.8,2021-01-25 18:00:00,+07:00,#NAME?,#NAME?
75,12976.0,176.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,9.0,22.248210340256296,68.0,16.0,973.9535637149028,102.0,176.0,19.0,0.5,2021-01-23 11:00:00,+07:00,#NAME?,#NAME?
76,13250.0,127.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,36.0,22.248210340256296,61.8,2.0,973.9535637149028,56.0,127.0,24.5,1.0,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
77,5507.0,32.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,9.613503480278421,22.248210340256296,95.7,18.0,973.9535637149028,17.0,32.0,19.8,1.0,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
78,11778.0,11.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.0,22.248210340256296,95.7,29.0,973.9535637149028,7.0,11.0,19.8,1.0,2021-01-25 18:00:00,+07:00,#NAME?,#NAME?
79,12958.0,137.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5.0,22.248210340256296,77.0,46.0,973.9535637149028,91.0,137.0,21.0,3.0,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
80,12957.0,116.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.0,22.248210340256296,77.0,17.0,973.9535637149028,66.0,116.0,21.0,3.8,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
81,13015.0,150.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,51.0,22.248210340256296,77.0,48.0,973.9535637149028,102.0,150.0,21.0,3.8,2021-01-25 18:00:00,+07:00,#NAME?,#NAME?
82,13018.0,106.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,5.0,22.248210340256296,77.0,11.0,973.9535637149028,66.0,106.0,21.0,3.8,2021-01-25 18:00:00,+07:00,#NAME?,#NAME?
