,Station ID,AQI,CO,Dew,Humidity,NO2,Pressure,PM10,PM2.5,Temperature,Wind,Data Time
254,8688,83.0,,22.248210340256296,13.0,,,,,25.0,3.6,2/5/2021 14:00
255,8641,124.0,0.1,22.248210340256296,47.0,19.2,,,124.0,25.0,3.6,2/5/2021 13:00
256,13012,14.0,2.0,22.248210340256296,47.3,5.0,927.0,12.0,14.0,27.2,4.0,2/5/2021 14:00
257,12488,90.0,3.0,22.248210340256296,71.0,,,90.0,38.0,25.0,4.8,2/5/2021 14:00
258,13251,114.0,9.0,22.248210340256296,51.5,18.0,,81.0,114.0,24.5,2.3,2/5/2021 13:00
259,12976,,2.0,22.248210340256296,47.0,9.0,,40.0,50.0,25.0,3.6,2/5/2021 14:00
260,13250,54.0,31.0,22.248210340256296,83.5,4.0,,14.0,54.0,21.0,59.0,2/5/2021 14:00
261,5507,31.0,,22.248210340256296,69.7,,,22.0,31.0,24.5,1.0,2/5/2021 13:00
262,11778,8.0,4.0,22.248210340256296,69.7,14.0,,5.0,8.0,11.0,1.0,2/5/2021 13:00
263,12958,96.0,2.0,22.248210340256296,47.0,4.0,,58.0,96.0,25.0,3.6,2/5/2021 14:00
264,12957,,2.0,22.248210340256296,51.5,2.0,,,,24.5,2.3,2/5/2021 14:00
265,13015,123.0,18.0,22.248210340256296,51.5,25.0,,82.0,123.0,24.5,2.3,2/5/2021 13:00
266,13018,82.0,4.0,22.248210340256296,51.5,15.0,,51.0,82.0,24.5,2.3,2/5/2021 13:00
267,13019,89.0,5.0,22.248210340256296,51.5,23.0,,60.0,89.0,24.5,2.3,2/5/2021 13:00
268,13026,104.0,1.0,22.248210340256296,51.5,14.0,,68.0,104.0,24.5,2.3,2/5/2021 13:00
269,1584,,8.0,22.248210340256296,73.0,1.0,,,,24.0,3.0,2/5/2021 14:00
270,1585,,2.0,22.248210340256296,58.0,4.0,,,,28.0,8.2,2/5/2021 14:00
271,13017,112.0,13.0,22.248210340256296,51.5,14.0,,69.0,112.0,24.5,2.3,2/5/2021 13:00
272,13020,78.0,4.0,22.248210340256296,51.5,8.0,,52.0,78.0,24.5,2.3,2/5/2021 13:00
273,13013,116.0,15.0,22.248210340256296,51.5,17.0,,80.0,116.0,24.5,2.3,2/5/2021 13:00
274,13014,94.0,6.0,22.248210340256296,51.5,,,58.0,94.0,24.5,2.3,2/5/2021 13:00
275,13252,99.0,,22.248210340256296,57.0,,989.3,99.0,90.0,24.7,2.0,2/5/2021 14:00
276,8767,91.0,,22.248210340256296,65.0,,,,91.0,29.0,4.6,2/6/2021 17:00
277,8688,115.0,,22.248210340256296,13.0,,,,,22.0,3.0,2/6/2021 18:00
278,8641,139.0,0.2,22.248210340256296,56.0,20.6,,,139.0,22.0,3.0,2/6/2021 11:00
279,13012,25.0,2.0,22.248210340256296,50.7,4.0,923.9,25.0,25.0,27.0,3.0,2/6/2021 18:00
280,12488,69.0,2.0,22.248210340256296,85.5,,,69.0,39.0,22.5,3.0,2/6/2021 18:00
281,13251,85.0,7.0,22.248210340256296,51.5,14.0,,60.0,85.0,23.5,2.3,2/6/2021 17:00
282,12976,77.0,4.0,22.248210340256296,56.0,12.0,,77.0,75.0,22.0,3.0,2/6/2021 18:00
283,13250,45.0,32.0,22.248210340256296,76.5,2.0,,8.0,45.0,21.6,41.0,2/6/2021 18:00
284,5507,22.0,,22.248210340256296,70.9,,,13.0,22.0,24.0,1.0,2/6/2021 14:00
285,11778,5.0,4.0,22.248210340256296,85.0,10.0,,4.0,5.0,7.0,2.0,2/6/2021 17:00
286,12958,149.0,3.0,22.248210340256296,56.0,6.0,,84.0,149.0,22.0,3.0,2/6/2021 18:00
287,12957,,3.0,22.248210340256296,56.0,6.0,,,,22.0,3.0,2/6/2021 18:00
288,13015,85.0,35.0,22.248210340256296,51.5,34.0,,67.0,85.0,23.5,2.3,2/6/2021 17:00
289,13018,61.0,4.0,22.248210340256296,51.5,8.0,,47.0,61.0,23.5,2.3,2/6/2021 17:00
290,13019,64.0,9.0,22.248210340256296,51.5,30.0,,51.0,64.0,23.5,2.3,2/6/2021 17:00
291,13026,73.0,2.0,22.248210340256296,51.5,23.0,,62.0,73.0,23.5,2.3,2/6/2021 17:00
292,1584,,14.0,22.248210340256296,88.0,1.0,,,,21.0,2.5,2/6/2021 17:00
293,1585,,3.0,22.248210340256296,69.0,2.0,,,,25.0,8.2,2/6/2021 17:00
294,13017,85.0,11.0,22.248210340256296,56.0,19.0,,67.0,85.0,22.0,3.0,2/6/2021 17:00
295,13020,55.0,6.0,22.248210340256296,51.5,7.0,,40.0,55.0,23.5,2.3,2/6/2021 17:00
296,13013,85.0,18.0,22.248210340256296,51.5,23.0,,68.0,85.0,23.5,2.3,2/6/2021 17:00
297,13014,59.0,6.0,22.248210340256296,56.0,,,43.0,59.0,22.0,3.0,2/6/2021 17:00
298,13252,162.0,,22.248210340256296,48.3,,985.0,121.0,162.0,25.4,1.0,2/6/2021 18:00
299,8767,102.0,,22.248210340256296,43.0,,,,102.0,33.0,2.5,2/9/2021 15:00
300,8688,50.0,,22.248210340256296,13.0,,,,,16.0,3.6,2/9/2021 15:00
301,8641,70.0,0.1,22.248210340256296,82.0,9.6,,,70.0,16.0,2.8,2/9/2021 15:00
302,13012,24.0,6.0,22.248210340256296,56.6,12.0,923.8,21.0,24.0,26.4,2.0,2/9/2021 15:00
303,12488,16.0,1.0,22.248210340256296,93.0,,,12.0,16.0,19.0,6.6,2/9/2021 15:00
304,13251,46.0,8.0,22.248210340256296,77.0,25.0,,43.0,46.0,17.0,2.5,2/9/2021 14:00
305,12976,17.0,3.0,22.248210340256296,82.0,9.0,,9.0,17.0,16.0,3.6,2/9/2021 15:00
306,13250,91.0,44.0,22.248210340256296,80.4,2.0,,45.0,91.0,16.8,70.0,2/9/2021 15:00
307,5507,,,22.248210340256296,67.4,,,13.0,22.0,25.8,1.0,2/6/2021 15:00
308,11778,1.0,6.0,22.248210340256296,97.5,5.0,,1.0,1.0,9.0,5.0,2/9/2021 14:00
309,12958,14.0,3.0,22.248210340256296,82.0,1.0,,8.0,14.0,16.0,3.6,2/9/2021 15:00
310,12957,,4.0,22.248210340256296,82.0,3.0,,,,16.0,3.6,2/9/2021 15:00
311,13015,46.0,10.0,22.248210340256296,77.0,13.0,,44.0,46.0,17.0,2.5,2/9/2021 14:00
312,13018,32.0,5.0,22.248210340256296,77.0,9.0,,21.0,32.0,17.0,2.5,2/9/2021 14:00
313,13019,38.0,5.0,22.248210340256296,77.0,12.0,,26.0,38.0,17.0,2.5,2/9/2021 14:00
314,13026,40.0,4.0,22.248210340256296,77.0,15.0,,29.0,40.0,17.0,2.5,2/9/2021 14:00
315,1584,,5.0,22.248210340256296,83.0,1.0,,,,22.0,7.2,2/9/2021 15:00
316,1585,,1.0,22.248210340256296,74.0,1.0,,,,27.0,7.2,2/9/2021 15:00
317,13017,43.0,6.0,22.248210340256296,77.0,8.0,,41.0,43.0,17.0,2.5,2/9/2021 14:00
318,13020,34.0,5.0,22.248210340256296,82.0,7.0,,28.0,34.0,16.0,3.6,2/9/2021 14:00
319,13013,46.0,7.0,22.248210340256296,82.0,12.0,,44.0,46.0,16.0,3.6,2/9/2021 14:00
320,13014,42.0,5.0,22.248210340256296,77.0,,,28.0,42.0,17.0,2.5,2/9/2021 14:00
321,13252,30.0,,22.248210340256296,96.2,,990.4,21.0,30.0,14.2,2.0,2/9/2021 15:00
322,8767,63.0,,22.248210340256296,80.5,,,,63.0,24.0,4.8,2/14/2021 20:00
323,8688,97.0,13.0,22.248210340256296,56.0,,,,,22.0,3.0,2/14/2021 21:00
324,8641,167.0,0.1,22.248210340256296,60.0,11.9,,,167.0,21.5,2.5,2/14/2021 20:00
325,13012,21.0,3.0,22.248210340256296,57.0,7.0,924.7,15.0,21.0,24.8,2.0,2/11/2021 16:00
326,12488,59.0,1.0,22.248210340256296,88.0,,,51.0,59.0,20.5,1.0,2/14/2021 21:00
327,13251,94.0,7.0,22.248210340256296,46.0,21.0,,67.0,94.0,23.0,3.0,2/14/2021 18:00
328,12976,86.0,3.0,22.248210340256296,56.0,7.0,,49.0,86.0,22.0,3.0,2/14/2021 20:00
329,13250,112.0,34.0,22.248210340256296,70.9,1.0,,44.0,112.0,21.6,20.0,2/14/2021 21:00
330,5507,36.0,,22.248210340256296,82.9,,,19.0,36.0,20.0,2.0,2/14/2021 20:00
331,11778,8.0,6.0,22.248210340256296,82.9,8.0,,5.0,8.0,8.0,2.0,2/14/2021 20:00
332,12958,77.0,3.0,22.248210340256296,56.0,4.0,,48.0,77.0,22.0,3.0,2/14/2021 21:00
333,12957,,4.0,22.248210340256296,60.0,3.0,,,,21.5,2.5,2/14/2021 21:00
334,13015,,14.0,22.248210340256296,46.0,21.0,,60.0,91.0,23.0,3.0,2/14/2021 18:00
335,13018,53.0,4.0,22.248210340256296,46.0,8.0,,29.0,53.0,23.0,3.0,2/14/2021 18:00
336,13019,42.0,4.0,22.248210340256296,46.0,19.0,,34.0,42.0,23.0,3.0,2/14/2021 18:00
337,13026,93.0,20.0,22.248210340256296,46.0,27.0,,53.0,93.0,23.0,3.0,2/14/2021 18:00
338,1584,,6.0,22.248210340256296,82.0,1.0,,,,21.0,0.5,2/14/2021 20:00
339,1585,,6.0,22.248210340256296,73.0,12.0,,,,22.0,6.1,2/14/2021 21:00
340,13017,79.0,8.0,22.248210340256296,46.0,12.0,,57.0,79.0,23.0,3.0,2/14/2021 18:00
341,13020,50.0,5.0,22.248210340256296,46.0,6.0,,30.0,50.0,23.0,3.0,2/14/2021 18:00
342,13013,94.0,6.0,22.248210340256296,46.0,16.0,,63.0,94.0,23.0,3.0,2/14/2021 18:00
343,13014,48.0,5.0,22.248210340256296,46.0,,,37.0,48.0,23.0,3.0,2/14/2021 18:00
344,13252,139.0,,22.248210340256296,73.5,,984.8,124.0,139.0,20.5,3.0,2/14/2021 21:00
345,8767,74.0,,21.0,62.0,,,,74.0,29.0,3.0,2/15/2021 14:00
346,8688,132.0,,18.0,78.0,,,,,22.0,3.0,2/15/2021 14:00
347,8641,144.0,0.1,18.0,78.0,14.2,,,144.0,22.0,3.0,2/15/2021 14:00
348,13012,21.0,3.0,15.7,57.0,7.0,924.7,15.0,21.0,24.8,2.0,2/11/2021 16:00
349,12488,42.0,1.0,18.0,65.0,,,42.0,28.0,25.0,5.1,2/15/2021 14:00
350,13251,105.0,7.0,19.0,88.0,26.0,,73.0,105.0,21.0,2.3,2/15/2021 12:00
351,12976,47.0,2.0,18.0,78.0,4.0,,28.0,47.0,22.0,3.0,2/15/2021 14:00
352,13250,148.0,41.0,17.0,63.8,3.0,,52.0,148.0,24.3,3.0,2/15/2021 14:00
353,5507,23.0,,19.6,78.8,,,12.0,23.0,23.5,1.0,2/15/2021 13:00
354,11778,6.0,5.0,19.6,78.8,3.0,,4.0,6.0,23.5,1.0,2/15/2021 13:00
355,12958,57.0,2.0,18.0,78.0,2.0,,34.0,57.0,22.0,3.0,2/15/2021 14:00
356,12957,,4.0,18.0,78.0,1.0,,,,22.0,2.5,2/15/2021 14:00
357,13015,131.0,27.0,19.0,88.0,30.0,,93.0,131.0,21.0,2.3,2/15/2021 12:00
358,13018,87.0,4.0,18.0,78.0,8.0,,54.0,87.0,22.0,2.5,2/15/2021 12:00
359,13019,98.0,4.0,19.0,88.0,26.0,,64.0,98.0,21.0,2.3,2/15/2021 12:00
360,13026,96.0,5.0,19.0,88.0,29.0,,60.0,96.0,21.0,2.3,2/15/2021 12:00
361,1584,,2.0,17.5,63.0,1.0,,,,25.0,4.8,2/15/2021 14:00
362,1585,,2.0,17.0,57.0,1.0,,,,26.0,7.7,2/15/2021 14:00
363,13017,111.0,13.0,19.0,88.0,17.0,,76.0,111.0,21.0,2.3,2/15/2021 12:00
364,13020,94.0,5.0,19.0,88.0,10.0,,54.0,94.0,21.0,2.3,2/15/2021 12:00
365,13013,121.0,16.0,19.0,88.0,22.0,,85.0,121.0,21.0,2.3,2/15/2021 12:00
366,13014,101.0,6.0,19.0,88.0,,,57.0,101.0,21.0,2.3,2/15/2021 12:00
367,13252,85.0,,15.1,60.0,,984.8,67.0,85.0,23.3,1.0,2/15/2021 14:00
368,8767,97.0,,16.5,41.5,,,,97.0,31.0,1.2,2/16/2021 13:00
369,8688,156.0,,17.0,82.0,,,,,20.0,2.5,2/16/2021 14:00
370,8641,153.0,0.1,17.0,82.0,12.4,,,153.0,20.0,2.5,2/16/2021 13:00
371,13012,35.0,2.0,9.6,30.9,5.0,924.5,24.0,35.0,28.4,3.0,2/16/2021 14:00
372,12488,53.0,1.0,19.0,69.0,,,53.0,39.0,25.0,3.8,2/16/2021 14:00
373,13251,,5.0,17.0,77.0,20.0,,53.0,56.0,21.0,2.8,2/16/2021 12:00
374,12976,,2.0,17.0,82.0,6.0,,38.0,63.0,20.0,2.5,2/16/2021 14:00
375,13250,119.0,39.0,17.5,64.7,3.0,,32.0,119.0,24.6,2.0,2/16/2021 14:00
376,5507,26.0,,19.0,79.6,,,14.0,26.0,22.7,1.0,2/16/2021 13:00
377,11778,5.0,4.0,19.0,79.6,3.0,,4.0,5.0,22.7,1.0,2/16/2021 13:00
378,12958,75.0,3.0,17.0,82.0,7.0,,49.0,75.0,20.0,2.5,2/16/2021 14:00
379,12957,,3.0,17.0,82.0,2.0,,,,20.0,2.5,2/16/2021 14:00
380,13015,113.0,33.0,17.0,82.0,21.0,,79.0,113.0,20.0,3.3,2/16/2021 12:00
381,13018,88.0,3.0,17.0,82.0,9.0,,59.0,88.0,20.0,3.3,2/16/2021 12:00
382,13019,74.0,5.0,17.0,82.0,17.0,,50.0,74.0,20.0,3.3,2/16/2021 12:00
383,13026,97.0,3.0,17.0,77.0,33.0,,56.0,97.0,21.0,2.8,2/16/2021 12:00
384,1584,,2.0,17.5,59.0,1.0,,,,26.0,3.8,2/16/2021 13:00
385,1585,,1.0,18.0,57.0,1.0,,,,27.0,5.6,2/16/2021 14:00
386,13017,109.0,12.0,17.0,77.0,21.0,,75.0,109.0,21.0,2.8,2/16/2021 12:00
387,13020,98.0,5.0,17.0,82.0,6.0,,63.0,98.0,20.0,3.3,2/16/2021 12:00
388,13013,111.0,2.0,17.0,82.0,25.0,,69.0,111.0,20.0,3.3,2/16/2021 12:00
389,13014,91.0,5.0,17.0,77.0,,,53.0,91.0,21.0,2.8,2/16/2021 12:00
390,13252,70.0,,17.1,66.9,,986.7,58.0,70.0,23.6,1.0,2/16/2021 14:00
391,8767,74.0,,15.0,37.0,,,,74.0,31.0,1.5,2/17/2021 12:00
392,8688,64.0,,10.0,49.0,,,,,21.0,3.6,2/17/2021 12:00
393,8641,76.0,0.1,10.0,49.0,7.4,,,76.0,21.0,3.6,2/17/2021 12:00
394,13012,37.0,1.0,11.4,46.0,3.0,928.7,27.0,37.0,23.7,3.0,2/17/2021 12:00
395,12488,41.0,1.0,18.5,65.0,,,41.0,26.0,25.5,2.8,2/17/2021 13:00
396,13251,83.0,4.0,12.5,62.0,17.0,,66.0,83.0,20.0,4.1,2/17/2021 9:00
397,12976,36.0,2.0,10.0,49.0,7.0,,34.0,36.0,21.0,3.6,2/17/2021 12:00
398,13250,139.0,38.0,16.2,83.3,2.0,,55.0,139.0,19.1,4.0,2/17/2021 13:00
399,5507,41.0,,18.1,85.1,,,25.0,41.0,20.7,2.0,2/17/2021 12:00
400,11778,10.0,6.0,18.1,85.1,7.0,,7.0,10.0,20.7,2.0,2/17/2021 11:00
401,12958,41.0,3.0,10.0,49.0,2.0,,27.0,41.0,21.0,3.6,2/17/2021 12:00
402,12957,,4.0,10.0,49.0,3.0,,,,21.0,3.6,2/17/2021 12:00
403,13015,87.0,23.0,12.5,62.0,29.0,,68.0,87.0,20.0,4.1,2/17/2021 9:00
404,13018,49.0,5.0,12.5,62.0,9.0,,28.0,49.0,20.0,4.1,2/17/2021 9:00
405,13019,45.0,8.0,12.5,62.0,31.0,,33.0,45.0,20.0,4.1,2/17/2021 9:00
406,13026,78.0,6.0,12.5,62.0,20.0,,49.0,78.0,20.0,4.1,2/17/2021 9:00
407,1584,,1.0,17.5,57.0,1.0,,,,26.5,2.5,2/17/2021 12:00
408,1585,,2.0,17.0,48.0,2.0,,,,29.0,8.7,2/17/2021 12:00
409,13017,83.0,14.0,12.5,62.0,17.0,,66.0,83.0,20.0,4.1,2/17/2021 9:00
410,13020,44.0,6.0,12.5,62.0,8.0,,28.0,44.0,20.0,4.1,2/17/2021 9:00
411,13013,81.0,16.0,12.5,62.0,23.0,,65.0,81.0,20.0,4.1,2/17/2021 9:00
412,13014,49.0,8.0,12.5,62.0,,,31.0,49.0,20.0,4.1,2/17/2021 9:00
413,13252,51.0,,8.9,51.3,,994.3,51.0,36.0,19.2,5.0,2/17/2021 13:00
414,8767,93.0,,16.5,42.5,,,,93.0,30.5,1.0,2/18/2021 13:00
415,8688,92.0,,12.0,53.0,,,,,22.0,2.0,2/18/2021 13:00
416,8641,154.0,0.1,12.0,53.0,4.6,,,154.0,22.0,2.3,2/18/2021 13:00
417,13012,33.0,1.0,11.1,45.7,1.0,929.8,27.0,33.0,23.5,8.0,2/18/2021 13:00
418,12488,64.0,1.0,18.5,67.0,,,64.0,39.0,25.0,7.4,2/18/2021 14:00
419,13251,112.0,7.0,13.0,60.0,31.0,,77.0,112.0,21.0,2.8,2/18/2021 12:00
420,12976,83.0,3.0,12.0,53.0,8.0,,51.0,83.0,22.0,2.0,2/18/2021 13:00
421,13250,192.0,32.0,15.4,78.6,2.0,,87.0,192.0,19.2,2.0,2/18/2021 14:00
422,5507,24.0,,17.6,63.1,,,19.0,24.0,25.1,3.0,2/18/2021 13:00
423,11778,5.0,5.0,18.1,78.6,4.0,,4.0,5.0,22.0,1.0,2/18/2021 12:00
424,12958,101.0,5.0,12.0,53.0,14.0,,56.0,101.0,22.0,2.0,2/18/2021 13:00
425,12957,,3.0,12.0,53.0,9.0,,,,22.0,2.3,2/18/2021 14:00
426,13015,116.0,38.0,13.0,60.0,30.0,,79.0,116.0,21.0,2.8,2/18/2021 12:00
427,13018,95.0,9.0,12.0,53.0,12.0,,51.0,95.0,22.0,2.0,2/18/2021 12:00
428,13019,98.0,5.0,12.0,53.0,22.0,,62.0,98.0,22.0,2.3,2/18/2021 13:00
429,13026,101.0,5.0,12.0,53.0,14.0,,59.0,101.0,22.0,2.3,2/18/2021 13:00
430,1584,,4.0,18.0,63.0,1.0,,,,25.5,5.4,2/18/2021 13:00
431,1585,,2.0,18.0,54.0,3.0,,,,28.0,10.2,2/18/2021 13:00
432,13017,114.0,13.0,13.0,60.0,20.0,,77.0,114.0,21.0,2.8,2/18/2021 12:00
433,13020,84.0,6.0,12.0,53.0,8.0,,51.0,84.0,22.0,2.3,2/18/2021 13:00
434,13013,124.0,20.0,12.0,53.0,23.0,,86.0,124.0,22.0,2.3,2/18/2021 13:00
435,13014,105.0,7.0,12.0,53.0,,,57.0,105.0,22.0,2.3,2/18/2021 13:00
436,13252,81.0,,14.7,94.4,,995.8,81.0,78.0,15.6,1.0,2/18/2021 9:00
437,8767,80.0,,19.5,65.0,,,,80.0,26.5,3.3,2/20/2021 20:00
438,8688,125.0,,13.0,53.0,,,,,23.0,2.5,2/20/2021 20:00
439,8641,165.0,0.1,13.0,53.0,5.1,,,165.0,23.0,4.1,2/20/2021 20:00
440,13012,27.0,1.0,12.4,64.7,2.0,929.7,21.0,27.0,19.2,2.0,2/19/2021 16:00
441,12488,70.0,2.0,17.0,77.0,,,70.0,41.0,21.0,2.5,2/20/2021 20:00
442,13251,116.0,16.0,11.5,46.5,73.0,,61.0,116.0,23.5,2.3,2/20/2021 19:00
443,12976,121.0,3.0,13.0,53.0,8.0,,66.0,121.0,23.0,2.5,2/20/2021 20:00
444,13250,167.0,30.0,15.8,67.9,6.0,,72.0,167.0,22.0,1.0,2/20/2021 20:00
445,5507,31.0,,16.3,83.3,,,17.0,31.0,19.2,1.0,2/20/2021 20:00
446,11778,8.0,6.0,16.3,83.3,12.0,,6.0,8.0,19.2,1.0,2/20/2021 19:00
447,12958,102.0,2.0,13.0,53.0,6.0,,63.0,102.0,23.0,2.5,2/20/2021 20:00
448,12957,,3.0,13.0,53.0,15.0,,,,23.0,2.5,2/20/2021 20:00
449,13015,120.0,55.0,13.0,53.0,73.0,,69.0,120.0,23.0,2.5,2/20/2021 19:00
450,13018,110.0,7.0,11.5,46.5,39.0,,61.0,110.0,23.5,2.3,2/20/2021 19:00
451,13019,126.0,9.0,11.5,46.5,33.0,,73.0,126.0,23.5,2.3,2/20/2021 19:00
452,13026,100.0,3.0,11.5,46.5,21.0,,62.0,100.0,23.5,2.3,2/20/2021 19:00
453,1584,,6.0,16.0,77.0,1.0,,,,20.0,0.2,2/20/2021 20:00
454,1585,,2.0,18.0,69.0,4.0,,,,24.0,7.2,2/20/2021 20:00
455,13017,127.0,11.0,11.5,46.5,18.0,,71.0,127.0,23.5,2.3,2/20/2021 19:00
456,13020,113.0,9.0,11.5,46.5,15.0,,63.0,113.0,23.5,2.3,2/20/2021 19:00
457,13013,117.0,11.0,11.5,46.5,13.0,,64.0,117.0,23.5,2.3,2/20/2021 19:00
458,13014,115.0,7.0,11.5,46.5,,,61.0,115.0,23.5,2.3,2/20/2021 19:00
459,13252,194.0,,15.9,79.2,,987.9,177.0,194.0,19.6,1.0,2/20/2021 20:00
460,8767,76.0,,18.5,59.0,,,,76.0,27.0,5.4,2/22/2021 17:00
461,8688,151.0,,17.0,64.0,,,,,24.0,3.6,2/22/2021 17:00
462,8641,152.0,0.1,17.0,64.0,5.1,,,152.0,24.0,3.6,2/22/2021 17:00
463,13012,,1.0,11.7,93.6,1.0,926.5,25.0,31.0,12.7,2.0,2/19/2021 18:00
464,12488,55.0,2.0,18.0,67.0,,,55.0,29.0,24.5,4.8,2/22/2021 17:00
465,13251,127.0,10.0,16.5,59.0,38.0,,70.0,127.0,25.0,3.0,2/22/2021 16:00
466,12976,85.0,2.0,17.0,64.0,11.0,,63.0,85.0,24.0,3.6,2/22/2021 17:00
467,13250,175.0,31.0,17.8,55.2,6.0,998.4,65.0,175.0,27.6,2.0,2/22/2021 17:00
468,5507,17.0,,19.2,85.2,,999.4,9.0,17.0,21.8,2.0,2/22/2021 17:00
469,11778,4.0,5.0,19.2,85.2,7.0,999.4,3.0,4.0,21.8,2.0,2/22/2021 16:00
470,12958,60.0,2.0,17.0,64.0,4.0,,50.0,60.0,24.0,3.6,2/22/2021 17:00
471,12957,75.0,4.0,16.5,59.0,7.0,,50.0,75.0,25.0,3.0,2/22/2021 17:00
472,13015,153.0,48.0,17.0,64.0,53.0,,78.0,153.0,24.0,3.6,2/22/2021 16:00
473,13018,99.0,4.0,17.0,64.0,39.0,,56.0,99.0,24.0,3.6,2/22/2021 16:00
474,13019,95.0,5.0,17.0,64.0,19.0,,58.0,95.0,24.0,3.6,2/22/2021 16:00
475,13026,104.0,3.0,16.5,59.0,20.0,,1.0,104.0,25.0,3.0,2/22/2021 16:00
476,1584,,11.0,17.5,68.5,1.0,,,,23.5,4.3,2/22/2021 17:00
477,1585,,2.0,18.0,65.0,1.0,,,,25.0,8.7,2/22/2021 17:00
478,13017,138.0,6.0,17.0,64.0,9.0,,73.0,138.0,24.0,3.6,2/22/2021 16:00
479,13020,90.0,4.0,17.0,64.0,5.0,,53.0,90.0,24.0,3.6,2/22/2021 16:00
480,13013,133.0,7.0,17.0,64.0,24.0,,69.0,133.0,24.0,3.6,2/22/2021 16:00
481,13014,99.0,6.0,17.0,64.0,,,59.0,99.0,24.0,3.6,2/22/2021 16:00
482,13252,119.0,,17.7,50.5,,981.5,89.0,119.0,29.0,4.0,2/22/2021 17:00
483,8767,155.0,,16.0,38.0,,,,155.0,32.0,3.0,2/23/2021 15:00
484,8688,99.0,,16.0,60.0,,,,,24.0,1.5,2/23/2021 15:00
485,8641,124.0,0.2,16.0,60.0,4.6,,,124.0,24.0,1.5,2/23/2021 15:00
486,13012,,1.0,11.7,93.6,1.0,926.5,25.0,31.0,12.7,2.0,2/19/2021 18:00
487,12488,24.0,2.0,17.5,61.0,,,24.0,40.0,25.5,3.3,2/23/2021 10:00
488,13251,113.0,5.0,15.5,58.5,32.0,,66.0,113.0,24.0,1.5,2/23/2021 14:00
489,12976,59.0,2.0,16.0,60.0,13.0,,51.0,59.0,24.0,1.5,2/23/2021 15:00
490,13250,40.0,29.0,19.8,69.9,6.0,,13.0,40.0,25.7,2.0,2/23/2021 15:00
491,5507,16.0,,19.8,73.8,,,12.0,16.0,24.8,1.0,2/23/2021 14:00
492,11778,5.0,5.0,19.8,73.8,32.0,,3.0,5.0,24.8,1.0,2/23/2021 14:00
493,12958,61.0,1.0,16.0,60.0,3.0,,42.0,61.0,24.0,1.5,2/23/2021 15:00
494,12957,60.0,4.0,16.0,60.0,1.0,,39.0,60.0,24.0,1.5,2/23/2021 15:00
495,13015,116.0,32.0,16.0,60.0,42.0,,78.0,116.0,24.0,1.5,2/23/2021 14:00
496,13018,82.0,4.0,16.0,60.0,39.0,,45.0,82.0,24.0,1.5,2/23/2021 14:00
497,13019,83.0,4.0,16.0,60.0,21.0,,54.0,83.0,24.0,1.5,2/23/2021 14:00
498,13026,,4.0,15.5,58.5,17.0,,1.0,59.0,24.0,1.5,2/23/2021 14:00
499,1584,,6.0,17.5,59.0,1.0,,,,26.0,3.0,2/23/2021 15:00
500,1585,,1.0,19.0,61.0,1.0,,,,27.0,11.3,2/23/2021 15:00
501,13017,118.0,15.0,16.0,60.0,13.0,,83.0,118.0,24.0,1.5,2/23/2021 14:00
502,13020,82.0,4.0,16.0,60.0,12.0,,51.0,82.0,24.0,1.5,2/23/2021 14:00
503,13013,117.0,9.0,16.0,60.0,11.0,,78.0,117.0,24.0,1.5,2/23/2021 14:00
504,13014,87.0,5.0,16.0,60.0,,,57.0,87.0,24.0,1.5,2/23/2021 14:00
505,13252,98.0,,16.7,56.9,,985.1,86.0,98.0,25.9,2.0,2/23/2021 15:00
506,8767,87.0,,20.0,52.0,,,,87.0,31.0,2.5,2/24/2021 13:00
507,8688,85.0,,16.0,60.0,,,,,24.0,3.6,2/24/2021 14:00
508,8641,119.0,0.1,16.0,60.0,1.0,,,119.0,24.0,3.8,2/24/2021 13:00
509,13012,52.0,4.0,8.0,25.0,12.0,923.1,38.0,52.0,30.2,1.0,2/24/2021 14:00
510,12488,50.0,3.0,18.0,57.0,,,50.0,26.0,27.0,5.6,2/24/2021 14:00
511,13251,100.0,10.0,16.0,60.0,30.0,,71.0,100.0,24.0,3.8,2/24/2021 13:00
512,12976,,2.0,16.0,60.0,11.0,,47.0,50.0,24.0,3.0,2/24/2021 13:00
513,13250,81.0,30.0,20.2,81.3,6.0,998.1,30.0,81.0,23.6,2.0,2/24/2021 14:00
514,5507,16.0,,20.4,75.7,,998.4,9.0,16.0,25.0,2.0,2/24/2021 13:00
515,11778,2.0,4.0,20.4,75.7,3.0,998.4,2.0,2.0,25.0,2.0,2/24/2021 12:00
516,12958,57.0,1.0,16.0,60.0,4.0,,42.0,57.0,24.0,3.0,2/24/2021 13:00
517,12957,50.0,4.0,16.0,60.0,1.0,,35.0,50.0,24.0,3.6,2/24/2021 14:00
518,13015,92.0,30.0,16.0,60.0,37.0,,52.0,92.0,24.0,3.8,2/24/2021 13:00
519,13018,82.0,3.0,16.0,60.0,39.0,,47.0,82.0,24.0,3.8,2/24/2021 13:00
520,13019,75.0,4.0,16.0,60.0,21.0,,52.0,75.0,24.0,3.8,2/24/2021 13:00
521,13026,95.0,9.0,16.0,60.5,27.0,,1.0,95.0,24.0,1.8,2/23/2021 18:00
522,1584,,2.0,17.0,51.0,1.0,,,,28.0,3.6,2/24/2021 13:00
